Region/Country/Area,CO2 emission estimates,Year,Series,Value,Footnotes,Source
442,Luxembourg,2019,Emissions per capita (metric tons of carbon dioxide),14.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
442,Luxembourg,2020,Emissions per capita (metric tons of carbon dioxide),11.8,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
450,Madagascar,1975,Emissions (thousand metric tons of carbon dioxide),"1,158",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
450,Madagascar,1985,Emissions (thousand metric tons of carbon dioxide),"1,284",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
450,Madagascar,2005,Emissions (thousand metric tons of carbon dioxide),"2,681",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
450,Madagascar,2010,Emissions (thousand metric tons of carbon dioxide),"2,944",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
450,Madagascar,2015,Emissions (thousand metric tons of carbon dioxide),"4,475",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
450,Madagascar,2018,Emissions (thousand metric tons of carbon dioxide),"4,966",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
450,Madagascar,2019,Emissions (thousand metric tons of carbon dioxide),"5,615",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
450,Madagascar,2020,Emissions (thousand metric tons of carbon dioxide),"4,463",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
450,Madagascar,1975,Emissions per capita (metric tons of carbon dioxide),0.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
450,Madagascar,1985,Emissions per capita (metric tons of carbon dioxide),0.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
450,Madagascar,2005,Emissions per capita (metric tons of carbon dioxide),0.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
450,Madagascar,2010,Emissions per capita (metric tons of carbon dioxide),0.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
450,Madagascar,2015,Emissions per capita (metric tons of carbon dioxide),0.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
450,Madagascar,2018,Emissions per capita (metric tons of carbon dioxide),0.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
450,Madagascar,2019,Emissions per capita (metric tons of carbon dioxide),0.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
450,Madagascar,2020,Emissions per capita (metric tons of carbon dioxide),0.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
458,Malaysia,1975,Emissions (thousand metric tons of carbon dioxide),"16,628",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
458,Malaysia,1985,Emissions (thousand metric tons of carbon dioxide),"33,432",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
458,Malaysia,2005,Emissions (thousand metric tons of carbon dioxide),"157,326",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
458,Malaysia,2010,Emissions (thousand metric tons of carbon dioxide),"191,635",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
458,Malaysia,2015,Emissions (thousand metric tons of carbon dioxide),"222,541",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
458,Malaysia,2018,Emissions (thousand metric tons of carbon dioxide),"230,363",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
458,Malaysia,2019,Emissions (thousand metric tons of carbon dioxide),"233,636",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
458,Malaysia,2020,Emissions (thousand metric tons of carbon dioxide),"231,571",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
458,Malaysia,1975,Emissions per capita (metric tons of carbon dioxide),1.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
458,Malaysia,1985,Emissions per capita (metric tons of carbon dioxide),2.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
458,Malaysia,2005,Emissions per capita (metric tons of carbon dioxide),6.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
458,Malaysia,2010,Emissions per capita (metric tons of carbon dioxide),6.7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
458,Malaysia,2015,Emissions per capita (metric tons of carbon dioxide),7.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
458,Malaysia,2018,Emissions per capita (metric tons of carbon dioxide),7.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
458,Malaysia,2019,Emissions per capita (metric tons of carbon dioxide),7.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
458,Malaysia,2020,Emissions per capita (metric tons of carbon dioxide),7.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
470,Malta,1975,Emissions (thousand metric tons of carbon dioxide),658,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
470,Malta,1985,Emissions (thousand metric tons of carbon dioxide),"1,166",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
470,Malta,2005,Emissions (thousand metric tons of carbon dioxide),"2,645",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
470,Malta,2010,Emissions (thousand metric tons of carbon dioxide),"2,607",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
470,Malta,2015,Emissions (thousand metric tons of carbon dioxide),"1,677",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
470,Malta,2018,Emissions (thousand metric tons of carbon dioxide),"1,572",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
470,Malta,2019,Emissions (thousand metric tons of carbon dioxide),"1,680",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
470,Malta,2020,Emissions (thousand metric tons of carbon dioxide),"1,630",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
470,Malta,1975,Emissions per capita (metric tons of carbon dioxide),2.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
470,Malta,1985,Emissions per capita (metric tons of carbon dioxide),3.5,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
470,Malta,2005,Emissions per capita (metric tons of carbon dioxide),6.5,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
470,Malta,2010,Emissions per capita (metric tons of carbon dioxide),6.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
470,Malta,2015,Emissions per capita (metric tons of carbon dioxide),3.7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
470,Malta,2018,Emissions per capita (metric tons of carbon dioxide),3.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
470,Malta,2019,Emissions per capita (metric tons of carbon dioxide),3.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
470,Malta,2020,Emissions per capita (metric tons of carbon dioxide),3.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
480,Mauritius,1975,Emissions (thousand metric tons of carbon dioxide),453,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
480,Mauritius,1985,Emissions (thousand metric tons of carbon dioxide),642,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
480,Mauritius,2005,Emissions (thousand metric tons of carbon dioxide),"3,012",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
480,Mauritius,2010,Emissions (thousand metric tons of carbon dioxide),"3,716",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
480,Mauritius,2015,Emissions (thousand metric tons of carbon dioxide),"4,020",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
480,Mauritius,2018,Emissions (thousand metric tons of carbon dioxide),"4,192",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
480,Mauritius,2019,Emissions (thousand metric tons of carbon dioxide),"4,233",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
480,Mauritius,2020,Emissions (thousand metric tons of carbon dioxide),"3,771",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
480,Mauritius,1975,Emissions per capita (metric tons of carbon dioxide),0.5,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
480,Mauritius,1985,Emissions per capita (metric tons of carbon dioxide),0.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
480,Mauritius,2005,Emissions per capita (metric tons of carbon dioxide),2.4,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
480,Mauritius,2010,Emissions per capita (metric tons of carbon dioxide),2.9,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
480,Mauritius,2015,Emissions per capita (metric tons of carbon dioxide),3.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
480,Mauritius,2018,Emissions per capita (metric tons of carbon dioxide),3.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
480,Mauritius,2019,Emissions per capita (metric tons of carbon dioxide),3.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
480,Mauritius,2020,Emissions per capita (metric tons of carbon dioxide),2.9,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
484,Mexico,1975,Emissions (thousand metric tons of carbon dioxide),"138,036",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
484,Mexico,1985,Emissions (thousand metric tons of carbon dioxide),"245,883",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
484,Mexico,2005,Emissions (thousand metric tons of carbon dioxide),"419,577",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
484,Mexico,2010,Emissions (thousand metric tons of carbon dioxide),"448,146",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
484,Mexico,2015,Emissions (thousand metric tons of carbon dioxide),"450,100",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
484,Mexico,2018,Emissions (thousand metric tons of carbon dioxide),"423,764",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
484,Mexico,2019,Emissions (thousand metric tons of carbon dioxide),"430,962",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
484,Mexico,2020,Emissions (thousand metric tons of carbon dioxide),"356,841",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
484,Mexico,1975,Emissions per capita (metric tons of carbon dioxide),2.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
484,Mexico,1985,Emissions per capita (metric tons of carbon dioxide),3.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
484,Mexico,2005,Emissions per capita (metric tons of carbon dioxide),3.9,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
484,Mexico,2010,Emissions per capita (metric tons of carbon dioxide),3.9,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
484,Mexico,2015,Emissions per capita (metric tons of carbon dioxide),3.7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
484,Mexico,2018,Emissions per capita (metric tons of carbon dioxide),3.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
484,Mexico,2019,Emissions per capita (metric tons of carbon dioxide),3.4,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
484,Mexico,2020,Emissions per capita (metric tons of carbon dioxide),2.8,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
496,Mongolia,1985,Emissions (thousand metric tons of carbon dioxide),"11,941",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
496,Mongolia,2005,Emissions (thousand metric tons of carbon dioxide),"11,207",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
496,Mongolia,2010,Emissions (thousand metric tons of carbon dioxide),"14,436",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
496,Mongolia,2015,Emissions (thousand metric tons of carbon dioxide),"17,418",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
496,Mongolia,2018,Emissions (thousand metric tons of carbon dioxide),"21,524",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
496,Mongolia,2019,Emissions (thousand metric tons of carbon dioxide),"23,062",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
496,Mongolia,2020,Emissions (thousand metric tons of carbon dioxide),"21,050",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
496,Mongolia,1985,Emissions per capita (metric tons of carbon dioxide),6.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
496,Mongolia,2005,Emissions per capita (metric tons of carbon dioxide),4.4,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
496,Mongolia,2010,Emissions per capita (metric tons of carbon dioxide),5.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
496,Mongolia,2015,Emissions per capita (metric tons of carbon dioxide),5.7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
496,Mongolia,2018,Emissions per capita (metric tons of carbon dioxide),6.7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
496,Mongolia,2019,Emissions per capita (metric tons of carbon dioxide),7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
496,Mongolia,2020,Emissions per capita (metric tons of carbon dioxide),6.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
499,Montenegro,2005,Emissions (thousand metric tons of carbon dioxide),"2,076",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
499,Montenegro,2010,Emissions (thousand metric tons of carbon dioxide),"2,668",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
499,Montenegro,2015,Emissions (thousand metric tons of carbon dioxide),"2,439",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
499,Montenegro,2018,Emissions (thousand metric tons of carbon dioxide),"2,576",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
499,Montenegro,2019,Emissions (thousand metric tons of carbon dioxide),"2,676",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
499,Montenegro,2020,Emissions (thousand metric tons of carbon dioxide),"2,601",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
499,Montenegro,2005,Emissions per capita (metric tons of carbon dioxide),3.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
499,Montenegro,2010,Emissions per capita (metric tons of carbon dioxide),4.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
499,Montenegro,2015,Emissions per capita (metric tons of carbon dioxide),3.8,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
499,Montenegro,2018,Emissions per capita (metric tons of carbon dioxide),4,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
499,Montenegro,2019,Emissions per capita (metric tons of carbon dioxide),4.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
499,Montenegro,2020,Emissions per capita (metric tons of carbon dioxide),4.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
504,Morocco,1975,Emissions (thousand metric tons of carbon dioxide),"10,004",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
504,Morocco,1985,Emissions (thousand metric tons of carbon dioxide),"16,713",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
504,Morocco,2005,Emissions (thousand metric tons of carbon dioxide),"40,281",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
504,Morocco,2010,Emissions (thousand metric tons of carbon dioxide),"47,285",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
504,Morocco,2015,Emissions (thousand metric tons of carbon dioxide),"56,032",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
504,Morocco,2018,Emissions (thousand metric tons of carbon dioxide),"60,345",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
504,Morocco,2019,Emissions (thousand metric tons of carbon dioxide),"66,971",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
504,Morocco,2020,Emissions (thousand metric tons of carbon dioxide),"63,151",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
504,Morocco,1975,Emissions per capita (metric tons of carbon dioxide),0.5,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
504,Morocco,1985,Emissions per capita (metric tons of carbon dioxide),0.7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
504,Morocco,2005,Emissions per capita (metric tons of carbon dioxide),1.3,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
504,Morocco,2010,Emissions per capita (metric tons of carbon dioxide),1.4,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
504,Morocco,2015,Emissions per capita (metric tons of carbon dioxide),1.6,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
504,Morocco,2018,Emissions per capita (metric tons of carbon dioxide),1.7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
504,Morocco,2019,Emissions per capita (metric tons of carbon dioxide),1.8,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
504,Morocco,2020,Emissions per capita (metric tons of carbon dioxide),1.7,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
508,Mozambique,1975,Emissions (thousand metric tons of carbon dioxide),"3,883",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
508,Mozambique,1985,Emissions (thousand metric tons of carbon dioxide),"2,988",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
508,Mozambique,2005,Emissions (thousand metric tons of carbon dioxide),"3,867",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
508,Mozambique,2010,Emissions (thousand metric tons of carbon dioxide),"3,571",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
508,Mozambique,2015,Emissions (thousand metric tons of carbon dioxide),"6,603",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
508,Mozambique,2018,Emissions (thousand metric tons of carbon dioxide),"7,777",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
508,Mozambique,2019,Emissions (thousand metric tons of carbon dioxide),"8,353",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
508,Mozambique,2020,Emissions (thousand metric tons of carbon dioxide),"7,754",,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
508,Mozambique,1975,Emissions per capita (metric tons of carbon dioxide),0.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
508,Mozambique,1985,Emissions per capita (metric tons of carbon dioxide),0.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
508,Mozambique,2005,Emissions per capita (metric tons of carbon dioxide),0.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
508,Mozambique,2010,Emissions per capita (metric tons of carbon dioxide),0.1,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
508,Mozambique,2015,Emissions per capita (metric tons of carbon dioxide),0.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
508,Mozambique,2018,Emissions per capita (metric tons of carbon dioxide),0.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
508,Mozambique,2019,Emissions per capita (metric tons of carbon dioxide),0.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
508,Mozambique,2020,Emissions per capita (metric tons of carbon dioxide),0.2,,"International Energy Agency, IEA World Energy Balances 2021 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed April 2023."
